,no,case_number,type,city,district,neighborhood,address_number,apartment_block,floor,room,apartment_name,full_address,auction_date,percentage,result,auction_count,appraised_value,minimum_bid_price,sale_price,sale_rate,number_of_bidders,image
443,522,2021-100183(1),아파트,서울특별시,관악구,신림동,406-69,,4.0,401,,서울특별시 관악구 신림동 406-69외 1필지 지에스파크뷰 제4층 제401호,2022-06-21,80,배당종결,1,385,308,398,103,6,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/100183/36985.jpg
444,523,2021-105835(1),아파트,서울특별시,중랑구,면목동,1524,1동,2.0,201,,서울특별시 중랑구 면목동 1524 온세솔내음 제1동 제2층 제201호,2022-06-21,100,배당종결,0,476,476,540,114,8,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/105835/145008.jpg
445,524,2021-100442(1),아파트,서울특별시,관악구,신림동,1715,102동,22.0,2201,우방아파트,서울특별시 관악구 신림동 1715 우방아파트 제102동 제22층 제2201호,2022-06-15,100,배당종결,0,663,663,710,107,3,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/100442/117680.jpg
446,525,2021-108800(1),아파트,서울특별시,금천구,시흥동,1013,513동,19.0,1901,벽산아파트,서울특별시 금천구 시흥동 1013 벽산아파트 제513동 제19층 제1901호,2022-06-15,80,배당종결,1,655,524,630,96,5,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/108800/38015.jpg
447,526,2021-111837(1),아파트,서울특별시,강서구,화곡동,1141,,2.0,205,삼익아파트,서울특별시 강서구 화곡동 1141 삼익아파트 제2층 제205호,2022-06-15,64,배당종결,2,209,133,152,73,2,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/111837/83581.jpg
448,527,2021-104337(1),아파트,서울특별시,성북구,하월곡동,229,,6.0,607,,서울특별시 성북구 하월곡동 229 길음서희스타힐스 제6층 제607호,2022-06-15,80,배당종결,1,850,680,765,90,2,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/104337/35666.jpg
449,528,2021-2710(1),아파트,서울특별시,마포구,서교동,487,,12.0,1314,,서울특별시 마포구 서교동 487 서교동대우미래사랑 제12층 제1314호,2022-06-14,80,배당종결,1,712,569,600,84,2,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/2710/12499.jpg
450,529,2021-52104(1),아파트,서울특별시,마포구,신정동,30,104동,11.0,1103,서강지에스아파트,서울특별시 마포구 신정동 30외 4필지 서강지에스아파트 제104동 제11층 제1103호,2022-06-14,80,배당종결,1,1,1,1,96,5,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/52104/45636_AUTO_176.jpg
451,530,2021-56939(1),아파트,서울특별시,은평구,수색동,415-1,108동,14.0,1403,대림한숲타운아파트,서울특별시 은평구 수색동 415-1 대림한숲타운아파트 제108동 제14층 제1403호,2022-06-14,80,배당종결,1,1,848,884,83,2,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/56939/15009.jpg
452,531,2021-110551(1),아파트,서울특별시,영등포구,영등포동,1,,6.0,611,네이처해밀아파트,서울특별시 영등포구 영등포동1가 145 네이처해밀아파트 제6층 제611호,2022-06-14,80,배당종결,1,141,112,122,87,2,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/110551/14548.jpg
453,532,2021-105590(1),아파트,서울특별시,노원구,상계동,1055,102동,9.0,904,1차,서울특별시 노원구 상계동 1055 상계(1차)현대아파트 제102동 제9층 제904호,2022-06-14,80,배당종결,1,650,520,618,95,6,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/105590/13585.jpg
454,533,2021-106289(1),아파트,서울특별시,강북구,번동,410,101동,14.0,1403,수유역두산위브아파트,서울특별시 강북구 번동 410 수유역두산위브아파트1 제101동 제14층 제1403호,2022-06-14,80,배당종결,1,800,640,786,98,3,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/106289/13501.jpg
455,534,2021-106357(1),아파트,서울특별시,노원구,월계동,927,201동,4.0,409,월계2차한일아파트,서울특별시 노원구 월계동 927 월계2차한일아파트 제201동 제4층 제409호,2022-06-08,80,배당종결,1,800,640,765,96,2,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/106357/17282.jpg
456,535,2021-1100(1),아파트,서울특별시,강북구,수유동,63,,19.0,1901,삼호아파트,"서울특별시 강북구 수유동 63외 1필지 삼호아파트,수유프라자 제19층 제1901호",2022-06-07,80,배당종결,1,420,336,430,102,9,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/1100/14057.jpg
457,536,2021-102201(1),아파트,서울특별시,성북구,정릉동,239,120동,6.0,604,,서울특별시 성북구 정릉동 239외 2필지 정릉풍림아이원 제120동 제6층 제604호,2022-06-07,80,배당종결,1,716,572,685,96,4,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/102201/14079.jpg
458,537,2021-103723(1),아파트,서울특별시,노원구,상계동,135,2동,13.0,1301,한신1차아파트,서울특별시 노원구 상계동 135 한신1차아파트 제2동 제13층 제1301호,2022-06-07,100,배당종결,0,453,453,513,113,7,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/103723/27554_AUTO_219.jpg
459,538,2021-100060(1),아파트,서울특별시,서초구,반포동,20-43,112동,22.0,2201,,서울특별시 서초구 반포동 20-43 반포자이 제112동 제22층 제2201호,2022-06-02,100,배당종결,0,4,4,6,142,15,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/100060/163695.jpg
460,539,2021-101865(1),아파트,서울특별시,강남구,일원동,711,118동,2.0,202,수서아파트,서울특별시 강남구 일원동 711 수서아파트 제118동 제2층 제202호,2022-06-02,100,배당종결,0,1,1,1,112,5,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/101865/173326.jpg
461,540,2021-100008(1),아파트,서울특별시,강남구,청담동,60,107동,4.0,401,삼성청담공원아파트,서울특별시 강남구 청담동 60외 1필지 삼성청담공원아파트 제107동 제4층 제401호,2022-05-31,80,배당종결,1,613,490,636,104,12,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/100008/59444.jpg
462,541,2021-111172(1),아파트,서울특별시,금천구,독산동,976-6,105동,5.0,502,리치힐아파트,서울특별시 금천구 독산동 976-6 리치힐아파트 제105동 제5층 제502호,2022-05-31,80,배당종결,1,490,392,422,86,3,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/111172/166187.jpg
463,542,2021-101628(1),아파트,서울특별시,도봉구,쌍문동,478-25,,2.0,203,서광아파트,서울특별시 도봉구 쌍문동 478-25 서광아파트 제2층 제203호,2022-05-31,2,배당종결,3,165,84,93,56,1,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/101628/112570.jpg
464,543,2021-103938(1),아파트,서울특별시,도봉구,쌍문동,88-58,,5.0,501,,서울특별시 도봉구 쌍문동 88-58 대성레스빌 제5층 제501호,2022-05-31,80,배당종결,1,176,141,190,108,3,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/103938/06688_AUTO_200.jpg
465,544,2021-106616(1),아파트,서울특별시,노원구,상계동,1285,102동,5.0,508,동아불암아파트,서울특별시 노원구 상계동 1285 동아불암아파트 제102동 제5층 제508호,2022-05-31,80,배당종결,1,885,708,758,86,1,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/106616/125539.jpg
466,545,2021-51826(1),아파트,서울특별시,강동구,천호동,568,102동,6.0,602,,서울특별시 강동구 천호동 568외 1필지 강변그대가리버뷰 제102동 제6층 제602호,2022-05-30,80,배당종결,1,1,1,1,92,5,http://img1.speedauction.co.kr/new_gamimg/2022/A02/2021/51826/20570_AUTO_175.jpg
467,546,2021-109667(1),아파트,서울특별시,강서구,내발산동,686-1,,1.0,102,보람아파트,서울특별시 강서구 내발산동 686-1외 1필지 보람아파트 제1층 제102호,2022-05-25,80,배당종결,1,611,488,605,99,6,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/109667/167384.jpg
468,547,2021-100961(1),아파트,서울특별시,관악구,봉천동,917-1,,2.0,202,장미아파트,서울특별시 관악구 봉천동 917-1 장미아파트 제2층 제202호,2022-05-24,100,배당종결,0,444,444,501,113,1,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/100961/53389.jpg
469,548,2020-6291(1),아파트,서울특별시,관악구,남현동,1059-1,,9.0,905,,서울특별시 관악구 남현동 1059-1 르.메이에르강남타운1차 제9층 제905호,2022-05-19,100,배당종결,0,985,985,1,110,2,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2020/6291/22264_AUTO_307.jpg
470,549,2021-103815(1),아파트,서울특별시,중랑구,신내동,317,103동,14.0,1406,,서울특별시 중랑구 신내동 317 데시앙 제103동 제14층 제1406호,2022-05-11,100,배당종결,0,79,79,79,101,1,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/103815/35175.jpg
471,550,2021-104191(1),아파트,서울특별시,강북구,번동,136,104동,20.0,2004,번동솔그린아파트,서울특별시 강북구 번동 136 번동솔그린아파트 제104동 제20층 제2004호,2022-05-11,100,배당종결,0,500,500,531,106,1,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/104191/35754_AUTO_279.jpg
472,551,2021-51200(1),아파트,서울특별시,마포구,신수동,450,102동,15.0,1503,신촌삼익아파트,서울특별시 마포구 신수동 450 신촌삼익아파트 제102동 제15층 제1503호,2022-05-10,80,배당종결,1,370,296,330,89,2,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2021/51200/30512.jpg
473,552,2021-4151(1),아파트,서울특별시,영등포구,여의도동,11-1,,13.0,2,순복음아파트,서울특별시 영등포구 여의도동 11-1 순복음아파트 제13층 제2호,2022-05-10,80,배당종결,1,1,832,1,103,7,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/4151/144979.jpg
474,553,2021-53992(1),아파트,서울특별시,용산구,이촌동,430,102동,2.0,203,엘지한강자이아파트,서울특별시 용산구 이촌동 430외 2필지 엘지한강자이아파트 제102동 제2층 제203호,2022-05-03,80,배당종결,1,629,503,526,84,2,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/53992/116323.jpg
475,554,2020-7750(1),아파트,서울특별시,도봉구,방학동,444-31,101동,11.0,1105,통칭:101동,서울특별시 도봉구 방학동 444-31 대원그린아파트 제가동(통칭:101동) 제11층 제1105호,2022-05-03,80,배당종결,1,320,256,312,98,7,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2020/7750/108591.jpg
476,555,2020-52952(1),아파트,서울특별시,송파구,잠실동,22,215동,17.0,1704,,서울특별시 송파구 잠실동 22 리센츠 제215동 제17층 제1704호,2022-05-02,80,배당종결,1,2,2,2,96,11,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/52952/08727_AUTO_221.jpg
477,556,2021-53822(1),아파트,서울특별시,성동구,송정동,104,104동,3.0,303,,서울특별시 성동구 송정동 104 서울숲 아이파크 제104동 제3층 제303호,2022-05-02,100,배당종결,0,1,1,1,102,1,http://img1.speedauction.co.kr/new_gamimg/2022/A02/2021/53822/49429_AUTO_16.jpg
478,557,2021-54450(1),아파트,서울특별시,송파구,근린생활시설1에이동,1,,,091,헬리오시티,"서울특별시 송파구 송파대로 345 근린생활시설1에이동 지1층비091호 (가락동,헬리오시티)",2022-05-02,80,배당종결,1,215,172,192,89,1,http://img1.speedauction.co.kr/new_gamimg/2022/A02/2021/54450/13443_AUTO_123.jpg
479,558,2021-54993(1),아파트,서울특별시,송파구,풍납동,214-6,,8.0,803,갑을아파트,서울특별시 송파구 풍납동 214-6 갑을아파트 제8층 제803호,2022-05-02,80,배당종결,1,920,736,858,93,6,http://img1.speedauction.co.kr/new_gamimg/2022/A02/2021/54993/398544.jpg
480,559,2021-55477(1),아파트,서울특별시,송파구,방이동,197,101동,5.0,506,신구블레스밸리아파트,서울특별시 송파구 방이동 197 신구블레스밸리아파트 제101동 제5층 제506호,2022-05-02,80,배당종결,1,693,554,560,81,1,http://img1.speedauction.co.kr/new_gamimg/2022/A02/2021/55477/08823_AUTO_137.jpg
481,560,2021-104153(1),아파트,서울특별시,노원구,월계동,18,117동,15.0,1501,그랑빌아파트,서울특별시 노원구 월계동 18외 1필지 그랑빌아파트 제117동 제15층 제1501호,2022-04-27,80,배당종결,1,820,656,785,96,14,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/104153/282098.jpg
482,561,2021-2223(1),아파트,서울특별시,영등포구,영등포동,1,,8.0,811,네이처해밀아파트,서울특별시 영등포구 영등포동1가 145 네이처해밀아파트 제8층 제811호,2022-04-20,64,배당종결,2,140,89,123,88,13,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/2223/109934.jpg
483,562,2020-2509(1),아파트,서울특별시,양천구,신정동,325,1117동,11.0,1107,목동신시가지아파트,서울특별시 양천구 신정동 325외 1필지 목동신시가지아파트 제1117동 제11층 제1107호,2022-04-19,100,배당종결,0,932,932,1,131,18,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/2509/28349_AUTO_359.jpg
484,563,2021-109117(1),아파트,서울특별시,양천구,신정동,948-24,101동,13.0,1301,신호아파트,서울특별시 양천구 신정동 948-24 신호아파트 제101동 제13층 제1301호,2022-04-19,100,배당종결,0,515,515,583,113,3,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/109117/17529_AUTO_10.jpg
485,564,2019-51045(1),아파트,서울특별시,송파구,오금동,30-2,201동,15.0,1502,,서울특별시 송파구 오금동 30-2 오금동쌍용스윗닷홈 제201동 제15층 제1502호,2022-04-18,100,매각,0,1,1,1,141,11,http://img1.speedauction.co.kr/new_gamimg/2020/A02/2019/51045/44169.jpg
486,565,2020-6369(1),아파트,서울특별시,강남구,삼성동,17,101동,6.0,603,삼성동롯데아파트,서울특별시 강남구 삼성동 17 삼성동롯데아파트 제101동 제6층 제603호,2022-04-12,80,매각,1,2,1,2,106,29,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/6369/143101.jpg
487,566,2021-100787(1),아파트,서울특별시,동작구,703동,6,,,602,신동아리버파크,"서울특별시 동작구 만양로 19, 703동 6층602호 (노량진동,신동아리버파크)",2022-04-12,100,배당종결,0,1,1,1,105,5,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/100787/95823.jpg
488,567,2021-2123(1),아파트,서울특별시,서대문구,북가좌동,431,6동,10.0,1002,연희한양아파트,서울특별시 서대문구 북가좌동 431외 6필지 연희한양아파트 제6동 제10층 제1002호,2022-04-12,80,배당종결,1,175,140,170,97,7,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/2123/101730.jpg
489,568,2021-51392(1),아파트,서울특별시,용산구,이촌동,302-62,,9.0,903,,서울특별시 용산구 이촌동 302-62 코스모스 맨션 제9층 제903호,2022-04-12,100,배당종결,0,2,2,2,100,1,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/51392/105124.jpg
490,569,2021-105603(1),아파트,서울특별시,강서구,가양동,1459,107동,10.0,1002,대아아파트,서울특별시 강서구 가양동 1459 대아아파트 제107동 제10층 제1002호,2022-04-12,100,배당종결,0,1,1,1,115,2,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/105603/111811.jpg
491,570,2020-108738(1),아파트,서울특별시,도봉구,방학동,266-3,,6.0,602,성원아파트,서울특별시 도봉구 방학동 266-3 성원아파트 제6층 제602호,2022-04-12,2,배당종결,3,404,206,250,62,3,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/108738/09736_AUTO_51.jpg
492,571,2021-102874(1),아파트,서울특별시,중랑구,신내동,591,404동,11.0,1105,동성아파트,서울특별시 중랑구 신내동 591 동성아파트 제404동 제11층 제1105호,2022-04-12,80,배당종결,1,583,466,558,96,9,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/102874/93393.jpg
493,572,2021-103747(1),아파트,서울특별시,성북구,장위동,312,101동,3.0,308,우방아파트,서울특별시 성북구 장위동 312 우방아파트 제101동 제3층 제308호,2022-04-12,100,배당종결,0,492,492,512,104,3,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/103747/100685.jpg
494,573,2021-1272(1),아파트,서울특별시,강동구,고덕동,688,306동,3.0,304,,서울특별시 강동구 고덕동 688외 2필지 래미안힐스테이트고덕 제306동 제3층 제304호,2022-04-11,80,배당종결,1,1,1,1,96,7,http://img1.speedauction.co.kr/new_gamimg/2022/A02/2021/1272/283532.jpg
495,574,2021-50915(1),아파트,서울특별시,송파구,문정동,1,114동,17.0,1701,문정래미안아파트,서울특별시 송파구 문정동 1외 2필지 문정래미안아파트 제114동 제17층 제1701호,2022-04-11,100,배당종결,0,1,1,1,100,1,http://img1.speedauction.co.kr/new_gamimg/2022/A02/2021/50915/31957_AUTO_204.jpg
496,575,2020-6376(1),아파트,서울특별시,서초구,방배동,424-28,104동,13.0,1303,,서울특별시 서초구 방배동 424-28 방배롯데캐슬아르떼 제104동 제13층 제1303호,2022-04-06,100,배당종결,0,1,1,2,108,4,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2020/6376/100524.jpg
497,576,2021-100909(1),아파트,서울특별시,종로구,평창동,102,,4.0,402,,서울특별시 종로구 평창동 102 르트랑시망 제4층 제402호,2022-04-06,80,배당종결,1,1,1,1,94,1,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/100909/157096.jpg
498,577,2021-103013(1),아파트,서울특별시,성북구,제815동,6,,,603,길음뉴타운,"서울특별시 성북구 길음로 33, 제815동 제6층 제603호 (길음동,길음뉴타운)",2022-04-06,80,배당종결,1,1,1,1,85,2,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/103013/175490.jpg
499,578,2021-2611(3),아파트,서울특별시,은평구,대조동,6-25,,10.0,1002,영화아파트,서울특별시 은평구 대조동 6-25 영화아파트 제10층 제1002호,2022-04-05,80,배당종결,1,320,256,287,90,2,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/2611/48534_AUTO_25.jpg
500,579,2020-8125(1),아파트,서울특별시,양천구,신월동,1058,203동,9.0,901,,서울특별시 양천구 신월동 1058 신월동코아루2단지 제203동 제9층 제901호,2022-04-05,100,배당종결,0,450,450,550,122,1,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/8125/100810.jpg
501,580,2021-51699(1),아파트,서울특별시,마포구,신공덕동,167,,23.0,2302,,서울특별시 마포구 신공덕동 167외 2필지 메트로디오빌 제23층 제2302호,2022-03-29,80,배당종결,1,378,302,348,92,4,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/51699/122694.jpg
502,581,2021-52500(1),아파트,서울특별시,용산구,이촌동,300-10,,13.0,1302,점보아파트,서울특별시 용산구 이촌동 300-10 점보아파트 제13층 제1302호,2022-03-29,80,배당종결,1,1,1,1,102,11,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/52500/122203.jpg
503,582,2021-52975(1),아파트,서울특별시,은평구,구산동,159-10,103동,5.0,501,,서울특별시 은평구 구산동 159-10 브라운스톤 구산 제103동 제5층 제501호,2022-03-29,100,배당종결,0,633,633,650,103,1,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/52975/118253.jpg
504,583,2020-110325(1),아파트,서울특별시,강서구,화곡동,1145,305동,10.0,1002,,서울특별시 강서구 화곡동 1145 우장산롯데캐슬 제305동 제10층 제1002호,2022-03-29,100,배당종결,0,1,1,1,109,3,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/110325/122150.jpg
505,584,2020-112058(1),아파트,서울특별시,중랑구,상봉동,497,1407동,8.0,801,태영아파트,서울특별시 중랑구 상봉동 497 태영아파트상봉동데시앙 제1407동 제8층 제801호,2022-03-29,80,배당종결,1,967,773,850,88,10,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2020/112058/57417_AUTO_132.jpg
506,585,2021-100731(1),아파트,서울특별시,도봉구,도봉동,595,101동,10.0,1005,럭키아파트,서울특별시 도봉구 도봉동 595 럭키아파트 제101동 제10층 제1005호,2022-03-29,100,배당종결,0,23,23,28,123,5,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/100731/107769.jpg
507,586,2019-108337(1),아파트,서울특별시,강남구,청담동,42,102동,5.0,504,삼성청담아파트,서울특별시 강남구 청담동 42 삼성청담아파트 제102동 제5층 제504호,2022-03-23,64,배당종결,2,1,806,807,64,1,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2019/108337/12240_AUTO_380.jpg
508,587,2021-109247(1),아파트,서울특별시,강서구,공항동,1371,102동,5.0,502,해태아파트,서울특별시 강서구 공항동 1371 해태아파트 제102동 제5층 제502호,2022-03-23,100,배당종결,0,663,663,695,105,1,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/109247/59877_AUTO_273.jpg
509,588,2021-1582(1),아파트,서울특별시,동대문구,이문동,225,111동,22.0,2201,이문이편한세상아파트,서울특별시 동대문구 이문동 225 이문이편한세상아파트 제111동 제22층 제2201호,2022-03-23,80,배당종결,1,493,394,418,85,3,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/1582/217319.jpg
510,589,2021-105279(1),아파트,서울특별시,중랑구,상봉동,499,1501동,3.0,302,,서울특별시 중랑구 상봉동 499 건영캐스빌 제1501동 제3층 제302호,2022-03-23,100,배당종결,0,860,860,860,100,1,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/105279/281312.jpg
511,590,2020-105228(1),아파트,서울특별시,서초구,서초동,1494-4,,10.0,1006,,서울특별시 서초구 서초동 1494-4외 1필지 더미켈란 제10층 제1006호,2022-03-22,64,배당종결,2,6,4,5,78,3,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/105228/9856.jpg
512,591,2020-108012(1),아파트,서울특별시,강남구,신사동,634-14,,4.0,402,,서울특별시 강남구 신사동 634-14 신사동닛시빌라트 제4층 제402호,2022-03-22,100,배당종결,0,1,1,1,102,2,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/108012/48826.jpg
513,592,2020-110411(1),아파트,서울특별시,강남구,역삼동,763-16,201동,3.0,304,,서울특별시 강남구 역삼동 763-16 래미안그레이튼 제201동 제3층 제304호,2022-03-22,2,배당종결,3,2,1,2,71,26,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/110411/51529_01.png
514,593,2021-2759(1),아파트,서울특별시,금천구,독산동,1095,12동,3.0,303,한신아파트,서울특별시 금천구 독산동 1095외 3필지 한신아파트 제12동 제3층 제303호,2022-03-22,80,배당종결,0,250,200,213,86,4,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/2759/36468_AUTO_153.jpg
515,594,2021-105887(1),아파트,서울특별시,강서구,화곡동,143-6,2동,5.0,501,성재센트리움아파트,서울특별시 강서구 화곡동 143-6 성재센트리움아파트 제주건축물 제2동 제5층 제501호,2022-03-22,64,배당종결,2,127,81,81,64,1,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/105887/165130.jpg
516,595,2021-606(1),아파트,서울특별시,강동구,길동,45,,11.0,1102,,서울특별시 강동구 길동 45 우림루미아트 제11층 제1102호,2022-03-21,100,배당종결,0,578,578,717,124,8,http://img1.speedauction.co.kr/new_gamimg/2022/A02/2021/606/12437_AUTO_5.jpg
517,596,2021-101748(1),아파트,서울특별시,금천구,독산동,993-36,,2.0,202,리치힐아파트,서울특별시 금천구 독산동 993-36 리치힐아파트 제2층 제202호,2022-03-16,64,배당종결,2,218,139,170,78,6,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/101748/162923.jpg
518,597,2021-623(1),아파트,서울특별시,양천구,신월동,1044,101동,11.0,1104,정은스카이빌아파트,서울특별시 양천구 신월동 1044 정은스카이빌아파트 제101동 제11층 제1104호,2022-03-15,80,배당종결,1,44,35,40,91,3,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/623/143049.jpg
519,598,2021-104167(1),아파트,서울특별시,영등포구,영등포동,1,,11.0,1103,,서울특별시 영등포구 영등포동1가 75-4 메트로가든 제11층 제1103호,2022-03-15,64,배당종결,2,146,93,110,75,1,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/104167/211756.jpg
520,599,2020-4370(1),아파트,서울특별시,강남구,청담동,128,,11.0,1101,,서울특별시 강남구 청담동 128 상지카일룸 제11층 제1101호,2022-03-10,80,배당종결,1,6,5,6,97,5,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/4370/122663.jpg
521,600,2020-108906(1),아파트,서울특별시,동작구,신대방동,395-66,,27.0,2701,,서울특별시 동작구 신대방동 395-66 보라매삼성쉐르빌 제27층 제2701호,2022-03-10,100,배당종결,0,1,1,1,106,4,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2020/108906/37044.jpg
522,601,2020-107972(1),아파트,서울특별시,강남구,개포동,654,201동,3.0,301,현대아파트,서울특별시 강남구 개포동 654외 1필지 현대아파트 제201동 제3층 제301호,2022-03-08,100,배당종결,0,2,2,2,100,1,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/107972/18344.jpg
523,602,2021-107559(1),아파트,서울특별시,서초구,반포동,1046,19동,3.0,308,,서울특별시 서초구 반포동 1046외 3필지 에이아이디차관주택 제19동 제3층 제308호,2022-03-08,80,배당종결,1,2,2,2,84,1,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/107559/36814.jpg
524,603,2021-1656(1),아파트,서울특별시,마포구,공덕동,11-174,,1.0,102,현대아파트,서울특별시 마포구 공덕동 11-174외 11필지 현대아파트 제1층 제102호,2022-03-08,100,배당종결,0,149,149,150,100,1,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/1656/100469.jpg
525,604,2021-1847(1),아파트,서울특별시,용산구,102동,3,,,306,우성아파트,"서울특별시 용산구 이촌로 193, 102동 3층306호 (이촌동,우성아파트)",2022-03-08,100,배당종결,0,400,400,400,100,1,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/1847/100904.jpg
526,605,2021-1953(4),아파트,서울특별시,마포구,공덕동,11-174,,6.0,602,현대아파트,서울특별시 마포구 공덕동 11-174외 11필지 현대아파트 제6층 제602호,2022-03-08,100,배당종결,0,507,507,400,100,1,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/1953/22320_AUTO_88.jpg
527,606,2021-1953(5),아파트,서울특별시,마포구,공덕동,11-174,,6.0,603,현대아파트,서울특별시 마포구 공덕동 11-174외 11필지 현대아파트 제6층 제603호,2022-03-08,100,배당종결,0,524,524,400,100,1,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/1953/22320_AUTO_88.jpg
528,607,2021-53305(1),아파트,서울특별시,용산구,이촌동,404,212동,16.0,1605,한가람아파트,서울특별시 용산구 이촌동 404외 7필지 한가람아파트 제212동 제16층 제1605호,2022-03-08,80,배당종결,1,2,1,1,90,3,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/53305/47135_AUTO_381.jpg
529,608,2021-101741(1),아파트,서울특별시,성북구,종암동,132,,8.0,803,,서울특별시 성북구 종암동 132 종암우림카이져팰리스 제8층 제101-803호,2022-03-02,80,배당종결,1,810,648,800,99,8,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/101741/34239.jpg
530,609,2021-101802(1),아파트,서울특별시,강북구,수유동,205,11동,6.0,604,수유벽산아파트,서울특별시 강북구 수유동 205 수유벽산아파트 제11동 제6층 제604호,2022-03-02,80,배당종결,1,530,424,523,99,15,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/101802/29322.jpg
531,610,2014-26774(1),아파트,서울특별시,노원구,상계동,766-1,103동,1.0,104,미도아파트,서울특별시 노원구 상계동 766-1 미도아파트 제103동 제1층 제104호,2022-02-23,80,배당종결,2,880,704,704,80,1,http://thumnail.speedauction.co.kr/2016/0328/A052014267741_14118.jpg
