cnt,title,description,org_link,link,pDate
548,"시공사 다시 찾는 청주 사모2구역 재개발, 현대건설·대우건설 가세해 판 커져",두산건설은 <b>부동산</b>시장이 살아나고 있는 청주 지역 <b>부동산</b>에 대규모 위브 단지 조성을 한다는 전략을 세워둔 만큼 더욱 적극적으로 나설 것으로 보인다. 두산건설은 사모1구역을 포함해 2구역까지 사업을 마친다면... ,https://www.businesspost.co.kr/BP?command=article_view&num=324998,https://www.businesspost.co.kr/BP?command=article_view&num=324998,2023-08-22 14:34:00
549,부산지역 상반기 신설법인 2310곳 집계… 전년 동기 대비 30.4% 큰폭 감소,"그중에서도 금리인상, <b>부동산</b>시장 자금이탈, 미분양 증가 등으로 업황 부진을 겪고 있는 <b>부동산</b>업(△57.3%)과 건설 관련업(△37.0%)이 각각 큰폭의 감소를 기록하면서 지역 창업시장의 부진에 있어 가장 큰 요인으로... ",http://www.skyedaily.com/news/news_view.html?ID=203129,http://www.skyedaily.com/news/news_view.html?ID=203129,2023-08-22 14:34:00
550,<b>부동산</b>회복 기대감에 점점 늘어나는 가계빚…주담대 ‘역대 최대’,서정석 한국은행 금융통계팀장은 “가계신용이 증가전환된 것은 <b>부동산</b> 시장 회복 기대감 등으로... 비주택<b>부동산</b> 담보대출이 줄어들면서 7분기 연속 감소했다. 판매신용도 할부 금융회사의 할부 금융 리스크 관리... ,https://www.tfmedia.co.kr/news/article.html?no=149034,https://www.tfmedia.co.kr/news/article.html?no=149034,2023-08-22 14:32:00
551,국제무역과 관광의 선도주자 영종도의 변화에 &apos;영종 테이튼 오션&apos;,"루다자산운용 이채빈 이사는 &quot;지난해 말까지는 <b>부동산</b> 시장이 전반적으로 부진했으나 연초 정부 규제 완화로 분양 단지들이 흥행에 성공하며 수도권을 중심으로 분위기는 나쁘지 않은 상황&quot;이라며, &quot;특히 인천의 경우... ",http://www.getnews.co.kr/news/articleView.html?idxno=638454,http://www.getnews.co.kr/news/articleView.html?idxno=638454,2023-08-22 14:32:00
552,"오산시-MG오산새마을금고-오산시가족센터, 청년정책지원 업무협약 체결","한편, 오산시는 청년 창업가 양성을 위한 창업점포(꿈틀가게) 지원을 비롯해 청년전용공간인 청년일자리지원센터 &apos;이루잡&apos; 운영, 청년월세 한시 특별 지원, 청년동행<b>부동산</b> 중개수수료 할인, 청년 마음건강 지원사업 등... ",https://www.kmaeil.com/news/articleView.html?idxno=412738,https://www.kmaeil.com/news/articleView.html?idxno=412738,2023-08-22 14:32:00
553,"부산경찰청, 수백억원 전세사기 2개 조직 121명 검거","이 때 자본금도 없이 임차인에게서 받은 보증금으로 <b>부동산</b> 물건을 매입한 뒤, 미리 섭외해 둔... 대부분 <b>부동산</b> 시세에 어두운 사회초년생들이 피해를 받았는데 이들 중 53명은 전세 보증 기간이 만료돼도 보증금을... ",http://news.tf.co.kr/read/national/2038144.htm,http://news.tf.co.kr/read/national/2038144.htm,2023-08-22 14:32:00
554,"개발특구 최대 수혜지 &apos;영종 테이튼 오션&apos;, 그 시작을 함께 누릴 기회",<b>부동산</b> 방송에 출연중인 “루다자산운용 이채빈 이사”는 “지난해 말까지는 <b>부동산</b> 시장이 전반적으로 부진했으나 연초 정부 규제 완화로 분양 단지들이 흥행에 성공하며 수도권을 중심으로 분위기는 나쁘지 않은... ,https://www.sedaily.com/NewsView/29TI8ICIXW,https://www.sedaily.com/NewsView/29TI8ICIXW,2023-08-22 14:31:00
555,신흥시장서 흔들리는 中 영향력…&quot;30년간 압도했으나 상황 변화&quot;,"경제는 현재 소비, 생산, 수출, 실업률, 외국인 투자 등 각종 지표가 악화한 가운데 디플레이션(경기 침체 속 물가 하락)에 진입했다는 평가가 나온다. 와중에 <b>부동산</b> 위기마저 확산 중이라 시장 불안감이 커지는 상황이다.",https://www.dt.co.kr/contents.html?article_no=2023082202109954058005&ref=naver,https://www.dt.co.kr/contents.html?article_no=2023082202109954058005&ref=naver,2023-08-22 14:30:00
556,"[르포] 분양 앞둔 이문 아이파크 자이, 이문·휘경뉴타운 청약 흥행 행진 이어...","&quot;(지역 주민 50대 여성 A씨) 서울시 동대문구 이문동과 휘경동 인근 <b>부동산</b> 시장 분위기가 달아오르고... 실제 <b>부동산</b> 커뮤니티에선 &quot;자이와 아이파크의 조합이라…최강의 조합&quot;, &quot;철근 아예 없는 아파트도 가능할 듯... ",https://www.ekn.kr/web/view.php?key=20230822010005520,https://www.ekn.kr/web/view.php?key=20230822010005520,2023-08-22 14:30:00
557,채권 종사자 10명 중 9명 &quot;이달 금통위 동결 전망&quot;,확산되며 내달 물가상승 응답자가 증가한 것으로 보인다. 환율 BMSI는 93.0으로 전월(99.0)보다 떨어졌다. 미국채 금리 급등과 중국 <b>부동산</b> 위기가 달러 강세 재료로 작용해 환율 상승 응답자가 증가한 것으로 풀이된다.,https://www.news2day.co.kr/article/20230822500127,https://www.news2day.co.kr/article/20230822500127,2023-08-22 14:30:00
558,서울 오피스 거래 1년 만에 상승 전환…&quot;낙관 일러&quot;,"2018~2023년 분기별 서울시 오피스빌딩 매매거래량 및 거래금액(사진=<b>부동산</b>플래닛) 22일 상업용 <b>부동산</b> 전문기업 <b>부동산</b>플래닛이 국토교통부 실거래가 자료를 분석한 결과, 올해 2분기 서울 오피스 빌딩과 사무실... ",https://www.asiatime.co.kr/article/20230822500257,https://www.asiatime.co.kr/article/20230822500257,2023-08-22 14:30:00
559,추경호 &quot;불황형 흑자 동의 안해…9월부터 무역수지 흑자될 것&quot;,추 부총리는 &quot;중국의 문제가 미풍에 그칠 것인지 아직은 중국 정부 당국의 대응과 금융회사의 상황 등 종합적으로 살펴 봐야 하기 때문에 우리 경제에 큰 문제가 된다고 판단하기에 어려운 측면이 있다&quot;며 &quot;최근 <b>부동산</b>... ,https://www.ekn.kr/web/view.php?key=20230822010005523,https://www.ekn.kr/web/view.php?key=20230822010005523,2023-08-22 14:30:00
560,"한은, 8월 기준금리 동결 할까...&quot;채권전문가 92% 동결 예상&quot;",환율 BMS는 93.0으로 전월(99.0) 대비 6.0p 내려갔다. 미국 국채금리 급등 및 중국 <b>부동산</b> 위기가 달러 강세 재료로 작용해 9월 환율상승 응답자가 증가한 것으로 분석된다.,https://www.nbntv.co.kr/news/articleView.html?idxno=3001956,https://www.nbntv.co.kr/news/articleView.html?idxno=3001956,2023-08-22 14:30:00
561,"KB국민은행, 유니세프한국위원회와 기부신탁 업무협약 체결","KB위대한유산 기부신탁&apos;은 기부자가 금전, <b>부동산</b> 등 재산을 은행에 신탁해 생전에는 신탁재산을 관리하고 사후에는 신탁계약에 따라 학교, 병원, 구호단체 등의 기부처에 그 재산을 기부할 수 있는 상품이다.... ",https://www.psnews.co.kr/news/articleView.html?idxno=2030863,https://www.psnews.co.kr/news/articleView.html?idxno=2030863,2023-08-22 14:29:00
562,&quot;대출받아 집 산다&quot;...가계 빚 3분기 만에 다시 증가,특히 <b>부동산</b> 경기 회복 기대감에 주택 수요가 늘어나면서 주택담보대출이 역대 최대를 기록했습니다. 취재기자 연결해보겠습니다. 엄윤주 기자! [기자] 한국은행에 나와 있습니다. 지난 1분기만 하더라도 가계 빚이... ,https://www.ytn.co.kr/_ln/0102_202308221429336821,https://www.ytn.co.kr/_ln/0102_202308221429336821,2023-08-22 14:29:00
563,"한국투자증권, 건축 IT플랫폼 &apos;하우빌드&apos;와 업무협약..<b>부동산</b>투자자문서비스 ...",한국투자증권(사장 정일문)은 초고액자산가 대상 <b>부동산</b>투자자문 서비스의 고도화를 위해 건축 IT 플랫폼... 이번 협약을 통해 한국투자증권 GWM(Global Wealth Management)은 합리적인 건축 설계와 공사관리를 통해 <b>부동산</b>... ,https://www.smarttoday.co.kr/news/articleView.html?idxno=33930,https://www.smarttoday.co.kr/news/articleView.html?idxno=33930,2023-08-22 14:28:00
564,[#<b>부동산</b> 나들이] 비거주 외국인 위탁관리인 지정해야·대우 &apos;안전일터 캠페인...,"22일 <b>부동산</b> 업계에서는 <b>부동산</b> 신고 법률 시행령 개정, 안전일터 캠페인, 업무협약 체결 소식이 전해졌다. 국토교통부가  &apos;<b>부동산</b> 거래신고 등에 관한 법률&apos; 시행령·시행규칙 개정안을 공포·시행한다. 대우건설이... ",http://www.newsworks.co.kr/news/articleView.html?idxno=725083,http://www.newsworks.co.kr/news/articleView.html?idxno=725083,2023-08-22 14:28:00
565,&apos;<b>부동산</b> 회복&apos; 기대에 가계 빚 9.5조↑…주담대 1031조 &apos;역대 최대&apos;,"높은 금리 수준에도 <b>부동산</b> 경기 회복세에 주택담보대출이 14조원 이상 급증한 데다, 빚을 내 주식에... 서정석 한은 금융통계팀장은 &quot;<b>부동산</b> 시장 회복 기대로 주택거래가 늘면서 개별 주택담보대출을 중심으로... ",http://www.newsfc.co.kr/news/articleView.html?idxno=60151,http://www.newsfc.co.kr/news/articleView.html?idxno=60151,2023-08-22 14:28:00
566,[오늘의 그래픽]10조 뛴 가계대출…가계빚 3분기만에 증가세,서정석 한은 금융통계팀장은 &quot;가계신용이 증가 전환한 것은 <b>부동산</b> 시장 회복 기대감 등으로 주택 거래가 회복되는 과정에서 개별 주택담보대출을 중심으로 가계대출 수요가 늘어난 데다 판매신용 감소세가 계절... ,https://www.news1.kr/photos/view/?6170153,https://www.news1.kr/photos/view/?6170153,2023-08-22 14:26:00
567,"성남시, 민선 8기 공약사업·중점사업 7번째 브리핑 개최",성남시는 이를 위해 ▲친환경적이고 이용자 중심의 교통체계 확립 ▲안전하고 편리한 대중교통문화 정착 ▲주차 편의를 위한 공영주차장 및 주차 공유 확대 ▲안전한 성남을 위한 도로정비 ▲건전하고 투명한 <b>부동산</b>... ,http://www.metroseoul.co.kr/article/20230822500332,http://www.metroseoul.co.kr/article/20230822500332,2023-08-22 14:26:00
568,"한국투자증권, 건축 플랫폼 &apos;하우빌드&apos;와 협력...초고액자산가 자문 강화","한국금융지주 자회사 한국투자증권은 초고액자산가 대상 <b>부동산</b>투자자문 서비스의 고도화를 위해 건축 IT... 통해 <b>부동산</b> 개발 자문 서비스를 강화하고, 고객 맞춤형 프리미엄 건축 서비스를 제공하는 등 패밀리... ",http://news.mt.co.kr/mtview.php?no=2023082214221927220,http://news.mt.co.kr/mtview.php?no=2023082214221927220,2023-08-22 14:26:00
569,채권전문가 92% &quot;8월 금통위서 기준금리 동결 예상&quot;,미국 국채금리 급등 및 중국 <b>부동산</b> 위기가 달러 강세 재료로 작용해 9월 환율상승 응답자가 증가한 것으로 풀이된다.종합 BMSI는 91.2로 전월 대비 0.9포인트 하락했다. 소비자 물가 상승률이 2개월 연속 2%대를... ,https://www.asiatoday.co.kr/view.php?key=20230822010011098,https://www.asiatoday.co.kr/view.php?key=20230822010011098,2023-08-22 14:26:00
570,"추경호 &quot;가계부채 안정적 관리, 굉장히 중요한 정책목표&quot;",최근 중국의 <b>부동산</b> 문제로 인한 리오프닝 지연에 대해서는 &quot;최근 사태들이 중국 경기 둔화에 얼마나 크게... 이어 &quot;<b>부동산</b> 문제는 중국에 대한 노출의 정도가 미미하기 때문에 직접적인 영향은 제한적&quot;이라며 &quot;다만 중국이... ,http://www.ftoday.co.kr/news/articleView.html?idxno=307722,http://www.ftoday.co.kr/news/articleView.html?idxno=307722,2023-08-22 14:26:00
571,부산서 100억대 전세사기 일당 121명 무더기 적발,전세사기로 170여억 원을 가로챈 <b>부동산</b> 컨설팅 2개 조직 121명이 경찰에 무더기로 적발됐다. 부산경찰청 강력범죄수사대는 사기 혐의로 <b>부동산</b> 컨설팅 업체 조직원 56명을 검거하고 허위 명의자 모집책인 60대 A 씨를... ,https://www.chosun.com/national/regional/2023/08/22/U6JLT7QYABEVTA45WIZWVZ4OSA/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://www.chosun.com/national/regional/2023/08/22/U6JLT7QYABEVTA45WIZWVZ4OSA/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,2023-08-22 14:26:00
572,"오산시, 청년정책지원 위한 지역협력체계 구축","한편, 오산시는 청년 창업가 양성을 위한 창업점포(꿈틀가게) 지원을 비롯해 청년전용공간인 청년일자리지원센터&apos;이루잡&apos;운영, 청년월세 한시 특별 지원, 청년동행<b>부동산</b> 중개수수료 할인, 청년 마음건강 지원사업 등... ",http://www.metroseoul.co.kr/article/20230822500349,http://www.metroseoul.co.kr/article/20230822500349,2023-08-22 14:26:00
573,“연쇄 폐업 막을 길은 이것뿐”… ‘기관투자’ 목매는 온투업계,<b>부동산</b> 상품이 전체 대출의 70%를 차지하는 온투업계는 최근 관련 시장이 침체하면서 연체율의 늪에 빠졌다.... 지난해 말 당시 업계 7위인 그래프펀딩이 <b>부동산</b> 경기 침체를 이유로 폐업했다. 이어 올해 6월엔... ,https://biz.chosun.com/stock/finance/2023/08/22/RI37ZHPS2FHALO2V5APUVM3IAA/?utm_source=naver&utm_medium=original&utm_campaign=biz,https://biz.chosun.com/stock/finance/2023/08/22/RI37ZHPS2FHALO2V5APUVM3IAA/?utm_source=naver&utm_medium=original&utm_campaign=biz,2023-08-22 14:25:00
574,"농협사료, 2023년도 제4차 &apos;외환리스크관리위원회&apos; 긴급 개최","특히 외부 전문가들은 견조한 미국 경제지표에 따른 연방준비제도(Fed)의 긴축 지속 여부, 중국 <b>부동산</b> 채무불이행 위기 및 경기 침체 우려, 유럽중앙은행(ECB) 및 일본은행(BOJ)의 통화정책 기조 및 우리나라의 경제지표... ",https://www.thekpm.com/news/articleView.html?idxno=169747,https://www.thekpm.com/news/articleView.html?idxno=169747,2023-08-22 14:24:00
575,"한국투자증권, 건축 IT플랫폼 &apos;하우빌드&apos;와 업무협약",한국금융지주 자회사 한국투자증권은 초고액자산가 대상 <b>부동산</b>투자자문 서비스의 고도화를 위해 건축 IT... 협약을 통해 한국투자증권 GWM(Global Wealth Management)은 합리적인 건축 설계와 공사관리를 통해 <b>부동산</b> 개발... ,https://view.asiae.co.kr/article/2023082214230751201,https://view.asiae.co.kr/article/2023082214230751201,2023-08-22 14:23:00
576,"한국투자증권, 건축 IT플랫폼 &apos;하우빌드&apos;와 업무협약 체결",이투데이=정성욱 기자 | 한국금융지주 자회사 한국투자증권은 초고액자산가 대상 <b>부동산</b>투자자문... 이번 협약을 통해 한국투자증권 GWM(Global Wealth Management)은 합리적인 건축 설계와 공사관리를 통해 <b>부동산</b> 개발 자문... ,https://www.etoday.co.kr/news/view/2277081,https://www.etoday.co.kr/news/view/2277081,2023-08-22 14:22:00
577,부산 창업시장 8년 전으로 뒷걸음질...신설법인 수 대폭 감소,"특히 금리 인상과 미분양 증가 등으로 업황 부진을 겪고 있는 <b>부동산</b>업과 건설 관련업이 각각 57.3%, 37.0% 대폭 감소했다. 이는 지역 창업 시장 부진에 있어 가장 큰 요인으로 지목됐다. 한편 지난 6월의 부산지역... ",http://www.newsis.com/view/?id=NISX20230822_0002422068&cID=10811&pID=10800,http://www.newsis.com/view/?id=NISX20230822_0002422068&cID=10811&pID=10800,2023-08-22 14:22:00
578,"채권전문가 92% &quot;한은, 24일 기준금리 동결 전망&quot;",다음 달 환율이 오른다고 답한 비율은 16%로 전월보다 5%포인트 늘었습니다. 이들은 미국 국채 금리 급등과 중국 <b>부동산</b> 위기가 달러 강세 재료로 작용할 것으로 판단했습니다.,https://biz.sbs.co.kr/article_hub/20000132425?division=NAVER,https://biz.sbs.co.kr/article_hub/20000132425?division=NAVER,2023-08-22 14:22:00
579,인천 주택 매매가 상승세 전국 평균보다 높아,시는 한국<b>부동산</b>원에서 발표하는 <b>부동산</b>통계를 기초로 인천시 <b>부동산</b>시장 동향 보고서를 작성해 누리집에 22일 공개했다. <b>부동산</b>통계에 따르면 전국 주택종합 매매가격지수변동률은 0.03%로 전월대비(-0.05... ,https://www.kgnews.co.kr/news/article.html?no=760215,https://www.kgnews.co.kr/news/article.html?no=760215,2023-08-22 14:20:00
580,"&quot;압구정3구역, 희림 선정은 무효&quot; 가처분…법정분쟁에 재건축 지연 장기화되나...",준수하지 않았기 때문에 이후에 진행된 것들에 대해서는 효력을 인정할 수 없다&quot;고 말했다. *‘집슐랭 연재’ 구독을 하시면 <b>부동산</b> 시장 및 재테크와 관련한 유익한 정보를 실시간으로 생생하게 전달받으실 수 있습니다.,https://www.sedaily.com/NewsView/29TI8XF7E5,https://www.sedaily.com/NewsView/29TI8XF7E5,2023-08-22 14:20:00
581,"올림플래닛, 원티드랩과 프리온보딩 진행 &apos;메타버스 3D크리에이터 양성 지원&apos;","한편 올림플래닛은 SaaS형태의 3D가상공간 구축을 위한 인프라를 제공하는 메타버스 웹3D빌더 플랫폼(Metaverse Web 3D builder platform, ELYPECS) 엘리펙스로 <b>부동산</b>, 전시, 커머스, 미디어, 엔터테인먼트, 의료 등 다양한... ",http://www.gameshot.net/common/con_view.php?code=GA64e444315e747,http://www.gameshot.net/common/con_view.php?code=GA64e444315e747,2023-08-22 14:18:00
582,친환경 교통수단 구축...편리하고 안전한 성남시 구현,시는 이를 위해 ▲친환경적이고 이용자 중심의 교통체계 확립 ▲안전하고 편리한 대중교통문화 정착 ▲주차 편의를 위한 공영주차장·주차 공유 확대 ▲안전한 성남을 위한 도로정비 ▲건전하고 투명한 <b>부동산</b> 질서... ,http://www.newsis.com/view/?id=NISX20230822_0002422057&cID=10803&pID=14000,http://www.newsis.com/view/?id=NISX20230822_0002422057&cID=10803&pID=14000,2023-08-22 14:18:00
583,‘아파트 대체재’ 오피스텔…경매 시장선 ‘찬바람’,<b>부동산</b>원에 따르면 서울 오피스텔 매매가격지수는 지난해 8월 103.04를 기록한 이후 11개월 연속 하락세를... 오피스텔은 수익형 <b>부동산</b>이어서 금리 부담이 높으면 수익성이 떨어지기 때문이다. 또한 빌라보다... ,http://www.edaily.co.kr/news/newspath.asp?newsid=02476406635709944,http://www.edaily.co.kr/news/newspath.asp?newsid=02476406635709944,2023-08-22 14:17:00
584,[허승의 사례로 풀어보는 세금 이야기] 매매계약 해제되면 세금 돌려받을 수 ...,"<b>부동산</b>이 양도되면 매도인은 양도소득세를, 매수인은 취득세를 납부해야 한다. 그런데 매매계약이 일방의 채무불이행을 이유로 해제됐다면, 매도인 또는 매수인은 납부한 세금을 돌려받을 수 있을까? 매매계약이 모두... ",https://www.mk.co.kr/article/10812690,https://www.mk.co.kr/article/10812690,2023-08-22 14:16:00
585,"추경호 &quot;가계부채, 그동안 너무 많이 늘어… 엄격히 관리&quot;",추 부총리는 &quot;아직은 중국 당국의 대응과 금융회사 상황 등을 종합적으로 살펴볼 때&quot;라며 &quot;<b>부동산</b> 문제는 중국에 대한 우리의 노출의 정도가 미미해 직접적인 영향은 제한적&quot;이라고 내다봤다. 다만 &quot;중국 경제 규모가 워낙... ,http://moneys.mt.co.kr/news/mwView.php?no=2023082208452918777,http://moneys.mt.co.kr/news/mwView.php?no=2023082208452918777,2023-08-22 14:16:00
586,"금통위 D-2...가계신용, 소비자동향 발표 [이슈투데이]","미 연준의 지난달 기준금리 인상으로 우리나라와 금리차이가 사상 최대인 2%p 까지 벌어진 상황에서 추가 인상 가능성을 여전히 열어놓고 있는데요, 이와 반대로 중국은 대형 <b>부동산</b>개발업체들 디폴트 우려가 커지면서... ",https://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202308220023&t=NNv,https://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202308220023&t=NNv,2023-08-22 14:16:00
587,가계 빚 1862.8조원…집·주식 투자에 3개월 만에 10조원↑,<b>부동산</b> 경기 회복과 더불어 주택담보대출(주담대) 급증이 반영됐다. 22일 한국은행이 발표한 &apos;2023년 2분기 가계신용(잠정)&apos; 통계에 따르면 올해 2분기 말 기준 가계신용 잔액은 1862조8000억원으로 1분기 말... ,https://www.etnews.com/20230822000190,https://www.etnews.com/20230822000190,2023-08-22 14:15:00
588,‘경제 위기론’ 커지는 중국…이번엔 재정수입마저 둔화,디플레이션 우려와 <b>부동산</b> 업계의 디폴트(채무불이행) 리스크 등으로 중국 경제 위기론이 확산하는... 대형 <b>부동산</b>업체 비구이위안(컨트리가든)의 디폴트 가능성까지 거론되며 중국 경제에 대한 우려가 고조되는... ,https://www.ekn.kr/web/view.php?key=20230822010005521,https://www.ekn.kr/web/view.php?key=20230822010005521,2023-08-22 14:14:00
589,"KB국민은행, 유니세프한국위원회와 &apos;기부신탁 업무협약&apos; 체결","&apos;KB위대한유산 기부신탁&apos;은 기부자가 금전, <b>부동산</b> 등 재산을 은행에 신탁해 생전에는 신탁재산을 관리하고 사후에는 신탁계약에 따라 학교, 병원, 구호단체 등의 기부처에 그 재산을 기부할 수 있는 상품이다. 고객의... ",https://www.job-post.co.kr/news/articleView.html?idxno=83553,https://www.job-post.co.kr/news/articleView.html?idxno=83553,2023-08-22 14:14:00
590,"&apos;대출금 편취·깡통 전세&apos; 부산경찰청, 전세사기 2개 조직 121명 검거",전세사기로 100억원이 넘는 리베이트를 챙긴 <b>부동산</b> 컨설팅업체 조직원과 공인중개사 등이 경찰에 무더기로 적발됐다. 부산경찰청은 최근 사기 혐의로 <b>부동산</b> 컨설팅업체 조직원 8명과 공인중개사 등 56명을 검거하고 이... ,http://www.fnnews.com/news/202308221357405085,http://www.fnnews.com/news/202308221357405085,2023-08-22 14:11:00
591,학습에 기반한 영농으로 특상품질 가지 생산,&quot;원래는 조그만 <b>부동산</b> 계열 사업을 하고 있었는데 아버지가 2년 전부터 힘들어하시길래 귀농하게 됐습니다. 예전부터 생각은 하고 있었는데 직접 해보니 농사가 재미있는 것 같아요.&quot; 이 대표는 가지 품종으로 시설에는... ,http://www.hortitimes.com/news/articleView.html?idxno=31270,http://www.hortitimes.com/news/articleView.html?idxno=31270,2023-08-22 14:10:00
592,경기 불확실성에 소비자 심리 악화…&quot;그래도 집값 더 오를 것&quot;,"한은, 8월 소비자동향조사 발표 <b>부동산</b> 시장 회복 기대감에 주택가격지수 상승 1년 경기 전망... 다만 <b>부동산</b> 거래가 회복 될 것이란 기대감에 주택가격은 더 오를 것으로 전망했다. 한국은행이 22일 발표한... ",http://www.metroseoul.co.kr/article/20230822500353,http://www.metroseoul.co.kr/article/20230822500353,2023-08-22 14:10:00
593,서울 오피스 매매량 1년 만에 반등…“낙관은 일러”,"22일 상업용 <b>부동산</b> 전문기업 <b>부동산</b>플래닛이 국토교통부 실거래가 자료를 기반으로 분석한 결과, 올해 2분기 서울 오피스 빌딩과 사무실 매매량은 전 분기 대비 각각 133.3%와 45.7% 증가했다. 올해 2분기 서울 사무실... ",https://view.asiae.co.kr/article/2023082214102618234,https://view.asiae.co.kr/article/2023082214102618234,2023-08-22 14:10:00
594,주담대 사상 최고치… 가계빚 다시 늘었다,"증가폭이다”며 “<b>부동산</b> 시장 회복 기대감 등으로 주택거래가 회복되는 과정에서 개별 주담대를... 비주택<b>부동산</b> 담보대출 위축 등으로 7분기 연속 감소세를 유지했으나, 계절적 요인(5월 가정의 달) 및 증권사... ",https://www.viva100.com/main/view.php?key=20230822010006121,https://www.viva100.com/main/view.php?key=20230822010006121,2023-08-22 14:10:00
595,가계빚 증가세 심상찮다..3개월만에 주담대 14조원 급증,특히 <b>부동산</b> 경기 회복으로 주택담보대출에서만 14조원 이상 급증했다.한국은행이 22일 발표한 ‘2023년... 서정석 한은 금융통계팀장은 “<b>부동산</b> 시장 회복 기대로 주택거래가 늘면서 개별 주택담보대출을 중심으로... ,http://kpenews.com/View.aspx?No=2918321,http://kpenews.com/View.aspx?No=2918321,2023-08-22 14:10:00
596,성남시 교통도로국 “친환경 교통 수단 구축과 안전한 도시 구현 약속”,"시는 친환경 이용자 중심 교통체계 확립, 안전하고 편리한 대중교통문화 정착, 주차 편의를 위한 공영주차장 및 주차 공유 확대, 안전한 성남을 위한 도로정비, 건전하고 투명한 <b>부동산</b> 질서 확립 등을 위해 힘쓸... ",http://www.g-enews.com/ko-kr/news/article/news_all/20230822133057817d6b0ab7f1c_1/article.html,http://www.g-enews.com/ko-kr/news/article/news_all/20230822133057817d6b0ab7f1c_1/article.html,2023-08-22 14:10:00
597,KB국민은행-유니세프한국위원회와 `기부신탁 업무협약` 체결,"&apos;KB위대한유산 기부신탁&apos;은 기부자가 금전, <b>부동산</b> 등 재산을 은행에 신탁해 생전에는 신탁재산을 관리하고 사후에는 신탁계약에 따라 학교, 병원, 구호단체 등의 기부처에 그 재산을 기부할 수 있는 상품이다.... ",https://www.dt.co.kr/contents.html?article_no=2023082202109963084004&ref=naver,https://www.dt.co.kr/contents.html?article_no=2023082202109963084004&ref=naver,2023-08-22 14:09:00
598,추경호 &quot;성장률 0.1% 올리겠다고 방만 재정해선 안 돼&quot;...野 추경 주장 일축,중국 <b>부동산</b> 위기론과 관련해서는 &quot;중국은 세계 경제에서 약 20%에 가까운 비중을 차지하고 있고 우리... 이르다&quot;며 &quot;<b>부동산</b> 문제 또한 우리의 중국에 대한 노출 정도가 굉장히 미미하기에 직접적인 영향은 제한적&quot;이라고... ,https://www.dt.co.kr/contents.html?article_no=2023082202109958054007&ref=naver,https://www.dt.co.kr/contents.html?article_no=2023082202109958054007&ref=naver,2023-08-22 14:07:00
599,추경호 부총리 &quot;단기 부양 위한 재정 동원 바람직하지 않다는 게 소신&quot;,그는 중국발(發) 경제 위기 우려에 대해선 &quot;<b>부동산</b> 문제의 경우 중국에 대한 (위험)노출 정도가 굉장히 미미하기 때문에 직접적인 영향은 제한적&quot;이라고 진단했다. 최근 중국에서는 대형 <b>부동산</b>업체 비구이위안... ,http://www.newspim.com/news/view/20230822000529,http://www.newspim.com/news/view/20230822000529,2023-08-22 14:07:00
600,빚투·주담대 급증 영향...올 2분기 가계 빚 10조원 &apos;껑충&apos;,이는 <b>부동산</b> 경기 회복과 함께 주택담보대출이 14조원 이상 급증한 데다 빚으로 주식에 투자하는... 증가액&quot;이라면서 &quot;<b>부동산</b> 시장 회복 기대로 주택거래가 늘면서 개별 주택담보대출을 중심으로 가계대출 수요가... ,https://www.youthdaily.co.kr/news/article.html?no=134322,https://www.youthdaily.co.kr/news/article.html?no=134322,2023-08-22 14:06:00
601,"KB국민은행, 유니세프한국위원회와 &apos;기부신탁 업무협약&apos; 체결","‘KB위대한유산 기부신탁’은 기부자가 금전, <b>부동산</b> 등 재산을 은행에 신탁해 생전에는 신탁재산을 관리하고 사후에는 신탁계약에 따라 학교, 병원, 구호단체 등의 기부처에 그 재산을 기부할 수 있는 상품이다.... ",http://www.bigtanews.co.kr/article/view/big202308220012,http://www.bigtanews.co.kr/article/view/big202308220012,2023-08-22 14:06:00
602,"인천시, 주택 매매가 상승세 지속…2023년 7월 <b>부동산</b> 동향 공개",인천광역시가 한국<b>부동산</b>원에서 발표하는 <b>부동산</b>통계를 기초로 인천시 <b>부동산</b>시장 동향 보고서를 작성해 시청 홈페이지에 공개했다. 인천시가 공개한 보고서는 전국 및 인천시의 매매‧전세‧월세 가격과... ,http://www.m-i.kr/news/articleView.html?idxno=1041868,http://www.m-i.kr/news/articleView.html?idxno=1041868,2023-08-22 14:06:00
603,추경호 &quot;9월엔 수출 반등·무역수지 흑자…성장률 높이려 빚내진 않을 것&quot;,추 부총리는 최근 불거진 중국 <b>부동산</b> 위기와 관련해선 &quot;아직은 중국 당국의 대응과 금융회사 상황 등을 종합적으로 살펴볼 때&quot;라며 &quot;<b>부동산</b> 문제는 중국에 대한 우리의 노출의 정도가 미미해 직접적인 영향은 제한적... ,http://news.mt.co.kr/mtview.php?no=2023082213595574576,http://news.mt.co.kr/mtview.php?no=2023082213595574576,2023-08-22 14:06:00
